InstanceID,DateTimeStamp,Respondent,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SessionBlockCount,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfConfederateInteraction,ConfTrialNote,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAConfederateInteraction,IOATrialNote,IOAxCARE_Key,CONFxCARE_Key,IOAxCONF_Key,CONFxCARExIOA_Key,Monitoring1,Monitoring2,Monitoring3,Monitoring4,Monitoring5,Monitoring6a_1,Monitoring6a_2,Monitoring6a_3
grpy4vkmdw,2024-08-06 10:48:31-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,12.0,3.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Joke about behavior,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,72,<NA>,B,A,D,D,A,D,D,A
z08uj7ac1w,2024-08-06 10:53:19-04:00,3_IOAxCONF,Case1,0_BL,0_AC,1.0,3.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,73,<NA>,A,A,D,D,A,C,A,A
9vaxpkqdjo,2024-08-08 10:07:20-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,1.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,74,<NA>,A,A,C,D,A,B,A,A
k7g0uooap7,2024-08-08 10:08:21-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,2.0,1.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,75,<NA>,A,A,D,D,A,B,B,A
o2wdtm4y2g,2024-08-08 10:09:34-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,3.0,1.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,76,<NA>,A,A,D,D,A,D,A,A
2xq3906fvt,2024-08-08 10:10:45-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,4.0,2.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,77,<NA>,A,A,D,D,A,B,A,A
vqh7gfxcey,2024-08-08 10:12:23-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,5.0,2.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,78,<NA>,A,A,C,D,A,A,A,A
u7tt56x4zn,2024-08-08 10:13:41-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,6.0,3.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,79,<NA>,A,A,C,B,A,A,A,A
mwwt50zvma,2024-08-08 10:14:44-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,7.0,3.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,80,<NA>,A,A,C,D,A,A,A,A
63c7z22k5i,2024-08-08 10:15:45-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,8.0,4.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,81,<NA>,A,A,D,B,C,A,A,A
77scmgllqe,2024-08-08 10:16:57-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,9.0,4.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,82,<NA>,A,A,C,D,A,A,A,A
yo3ske4qqn,2024-08-08 10:18:01-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,10.0,5.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,83,<NA>,A,A,D,D,A,B,A,A
omyuc8kvj5,2024-08-08 10:19:06-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,11.0,5.5,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,84,<NA>,A,A,C,B,A,A,A,A
tqd8io78y1,2024-08-08 10:20:30-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,12.0,6.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,85,<NA>,A,A,C,D,A,A,A,A
l9qcvrx9ff,2024-08-08 10:21:57-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,13.0,6.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,86,<NA>,A,A,C,D,A,A,A,A
dnokw51592,2024-08-08 10:23:27-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,14.0,7.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,87,<NA>,A,A,C,D,A,A,A,A
l4bnh1calr,2024-08-08 10:25:04-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,15.0,7.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Asked about written feedback,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,88,<NA>,A,A,B,B,A,D,A,A
gcxlocm6jn,2024-08-08 10:25:56-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,16.0,8.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,89,<NA>,A,A,A,A,A,A,A,A
9jzbe1om92,2024-08-08 10:27:09-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,17.0,8.5,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,90,<NA>,A,A,A,D,A,A,A,A
6ucigy2n12,2024-08-08 10:28:23-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,18.0,9.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,Caregiver took ~4 sec for feedback,<NA>,<NA>,91,<NA>,A,A,C,D,A,B,B,A
nneqyyrric,2024-08-08 10:34:09-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,19.0,9.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Had just given verbal feedback,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Confederate provided some coaching/feedback to caregiver 23:00,<NA>,<NA>,92,<NA>,A,A,A,A,A,A,A,A
jc1k7c9yem,2024-08-08 10:35:01-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,20.0,10.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,93,<NA>,A,A,A,A,A,A,A,A
c9o0v9ykd7,2024-08-08 10:36:02-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,21.0,10.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,94,<NA>,A,A,A,A,A,C,A,A
2qwvmm07ui,2024-08-08 10:36:47-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,22.0,11.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,nan,<NA>,<NA>,95,<NA>,A,A,A,A,A,A,A,A
jjm57uwqzt,2024-08-08 10:37:54-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,23.0,11.5,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,96,<NA>,A,B,A,D,A,A,A,A
iahde57cm8,2024-08-08 10:38:53-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,24.0,12.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,97,<NA>,A,A,A,A,A,A,A,A
xfafelu310,2024-08-08 10:41:01-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,25.0,12.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Previous verbal feedback,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Confederate provided further coaching 33:00,<NA>,<NA>,98,<NA>,A,A,A,A,A,A,A,A
ylwmempocs,2024-08-08 10:42:11-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,26.0,13.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,I complied **Addressed 2024.09.16**,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,99,<NA>,A,A,A,A,A,A,A,A
5af6ra23cu,2024-08-08 10:43:38-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,27.0,13.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,100,<NA>,A,A,A,A,A,A,A,A
hj5bssexha,2024-08-08 10:44:27-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,28.0,14.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,101,<NA>,A,A,A,A,A,A,A,A
tdquvppn2k,2024-08-08 10:45:21-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,29.0,14.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,102,<NA>,A,A,A,A,A,A,A,A
o1n9nyvq1v,2024-08-08 10:46:30-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,30.0,15.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,103,<NA>,A,A,C,C,A,A,A,A
20biysgoz7,2024-08-19 11:02:31-04:00,3_IOAxCONF,Case1,5_RTB,0_AC,7.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,104,<NA>,A,A,A,A,A,A,A,A
8ie3mrou4h,2024-08-19 11:03:13-04:00,3_IOAxCONF,Case1,5_RTB,0_AC,7.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Caregiver initiated end of trial,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,105,<NA>,A,A,B,B,A,A,A,A
ezencmrird,2024-08-19 11:04:11-04:00,3_IOAxCONF,Case1,5_RTB,0_AC,7.0,3.0,1.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Noticed that the child did eventually comply,<NA>,<NA>,106,<NA>,A,A,A,A,A,A,A,A
xd3xahzf81,2024-08-14 09:00:53-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,107,<NA>,A,A,A,A,A,A,A,A
rixk768iqu,2024-08-14 09:01:54-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,108,<NA>,A,A,A,A,A,A,A,A
k0ay8aucra,2024-08-14 09:02:59-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,3.0,1.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,Very neutral tone,<NA>,<NA>,109,<NA>,A,A,A,A,B,A,A,A
r8ruyihge5,2024-08-14 09:03:42-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,4.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,110,<NA>,A,A,A,A,A,A,A,A
m2oc7z1zit,2024-08-14 09:04:59-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,5.0,2.5,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,111,<NA>,A,A,C,A,A,C,A,A
73v7awwxz6,2024-08-14 09:05:59-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,6.0,3.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,112,<NA>,A,A,A,A,A,A,A,A
jve0bc8gh8,2024-08-14 09:07:47-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,8.0,4.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,"very soft tone. This is also supposed to be trial 8, not sure if i fixed the #",<NA>,<NA>,113,<NA>,A,A,A,A,B,A,A,A
esxf9xbcco,2024-08-14 09:08:28-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,9.0,4.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,114,<NA>,A,A,A,A,A,A,A,A
zsydrua0kw,2024-08-14 09:09:11-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,10.0,5.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,115,<NA>,A,A,A,A,A,A,A,A
g3ustmig5t,2024-08-14 09:10:03-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,11.0,5.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,116,<NA>,A,A,A,A,A,A,A,A
7anv3ijurn,2024-08-14 09:10:44-04:00,3_IOAxCONF,Case3,3_T3,1_SC,4.0,12.0,6.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,117,<NA>,A,A,A,A,A,A,A,A
1dd4utxqq0,2024-08-14 09:15:50-04:00,3_IOAxCONF,Case3,3_T3,0_AC,4.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,118,<NA>,A,A,A,A,A,A,A,A
84c2e101cp,2024-08-14 09:16:28-04:00,3_IOAxCONF,Case3,3_T3,0_AC,4.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,Questioning tone? 16:15ish,<NA>,<NA>,119,<NA>,A,A,A,A,B,A,A,A
1fv3xh81bn,2024-08-14 09:17:05-04:00,3_IOAxCONF,Case3,3_T3,0_AC,4.0,3.0,1.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,120,<NA>,A,A,A,A,A,A,A,A
mftqsa41sf,2024-08-13 08:59:41-04:00,3_IOAxCONF,Case3,2_T2,1_SC,3.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,121,<NA>,A,A,B,A,A,B,A,A
b6s7qzxy89,2024-08-13 09:02:21-04:00,3_IOAxCONF,Case3,2_T2,1_SC,3.0,4.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,122,<NA>,A,A,A,A,A,A,A,A
33u71gj78q,2024-08-13 09:03:54-04:00,3_IOAxCONF,Case3,2_T2,1_SC,3.0,6.0,3.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,123,<NA>,B,A,A,A,A,A,A,A
l78puidwmz,2024-08-13 09:11:38-04:00,3_IOAxCONF,Case3,2_T2,0_AC,3.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,124,<NA>,A,A,A,A,A,A,A,A
assm964nzn,2024-08-13 09:12:32-04:00,3_IOAxCONF,Case3,2_T2,0_AC,3.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,125,<NA>,B,A,A,A,A,A,A,A
fos43axt8r,2024-08-13 09:13:44-04:00,3_IOAxCONF,Case3,2_T2,0_AC,3.0,3.0,1.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,126,<NA>,B,A,A,A,A,A,A,A
ea26882t36,2024-08-14 09:46:20-04:00,3_IOAxCONF,Case2,5_RTB,1_SC,5.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,127,<NA>,B,A,A,A,A,A,A,A
4p52jdcygg,2024-08-14 09:48:49-04:00,3_IOAxCONF,Case2,5_RTB,1_SC,5.0,4.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,128,<NA>,A,A,A,A,A,A,A,A
bk9wgqr4ul,2024-08-14 09:51:40-04:00,3_IOAxCONF,Case2,5_RTB,1_SC,5.0,7.0,3.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,129,<NA>,B,A,A,B,A,A,A,A
1ruj52dgun,2024-08-14 09:57:47-04:00,3_IOAxCONF,Case2,5_RTB,0_AC,5.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,130,<NA>,A,A,A,D,A,A,A,A
xmvhjmnp8d,2024-08-16 09:54:28-04:00,3_IOAxCONF,Case1,5_RTB,1_SC,6.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,131,<NA>,A,A,A,A,A,A,A,A
t74m72d6ox,2024-08-16 09:58:10-04:00,3_IOAxCONF,Case1,5_RTB,1_SC,6.0,4.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,132,<NA>,A,A,A,A,A,A,A,A
mpi2rm6b1i,2024-08-16 10:00:45-04:00,3_IOAxCONF,Case1,5_RTB,1_SC,6.0,7.0,3.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,133,<NA>,A,A,A,A,A,A,A,A
vws0jd4py3,2024-08-07 09:36:05-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,1.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Sent wrong guide. **Addressed 2024.09.16**,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,Looked like some technical difficulties that had to be navigated (1:00),<NA>,<NA>,134,<NA>,B,A,D,D,A,A,A,A
uhz6scvrcf,2024-08-07 09:40:13-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,4.0,2.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,135,<NA>,A,A,D,B,A,A,A,A
wobjacr4f0,2024-08-07 09:43:56-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,7.0,3.5,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,nan,<NA>,<NA>,136,<NA>,B,A,D,B,A,A,A,D
x6snutud2j,2024-08-07 09:48:46-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,11.0,5.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,137,<NA>,B,A,D,D,A,A,A,A
e9jw781c6q,2024-08-07 09:52:50-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,14.0,7.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,138,<NA>,A,A,D,B,A,A,A,A
9u24ug994x,2024-08-07 09:56:24-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,17.0,8.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,139,<NA>,B,A,B,B,A,D,A,A
g1p4exdh69,2024-08-07 10:00:33-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,20.0,10.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,I complied **Addressed 2024.09.16**,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,140,<NA>,B,A,A,A,A,B,A,A
lihoshct35,2024-08-07 10:04:05-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2.0,23.0,11.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,141,<NA>,B,A,B,B,A,A,A,A
ydcxk6f2tw,2024-08-16 09:15:07-04:00,3_IOAxCONF,Case4,5_RTB,0_AC,2.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,142,<NA>,A,A,A,A,A,A,A,A
vlkta0y9ks,2024-08-16 09:16:59-04:00,3_IOAxCONF,Case4,5_RTB,0_AC,2.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,143,<NA>,A,A,A,A,A,A,A,A
kv07tghq0x,2024-08-16 09:18:00-04:00,3_IOAxCONF,Case4,5_RTB,0_AC,2.0,3.0,1.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,144,<NA>,A,A,A,A,A,A,A,A
